year,id,serial_number,title,submission_type,primary_category,secondary_category,confidence,reasoning,abstract
2023,548691,45,RSE specialisation: Research Computing Engineer,Talk,Community,Software,High,"This talk focuses on the RSE specialisation/role of Research Computing Engineers as a profession, discussing team establishment and skills, which is about people and profession. Secondary aspect touches on HPC/cloud infrastructure support.","In this talk, we will discuss the research software engineering specialisation, particularly the role of Research Computing Engineers (RCEs) at the Alan Turing Institute. The discussion will cover the establishment of the Research Computing team, the types of projects and services RCEs provide, and the unique set of skills required for this position compared to more traditional Research Software Engineer positions. Through examples of projects, we will demonstrate how RCEs work with AI researchers to provide digital infrastructure and support for their research. We will also delve into capturing the emerging needs and current blockers of using national/regional supercomputers and public cloud platforms by the AI community at the Alan Turing Institute and beyond."
2023,548729,47,Quickly Building Operational Research Tools with a User-Friendly GUI Using Free Cloud-Hosted Jupyter Notebook: A Case Study of TikTok Video Analysis,Poster & Lightning Talk,Software,Research,Medium,"The talk centers on a general-purpose technique—using free cloud-hosted Jupyter Notebooks to rapidly build user-friendly GUI tools for non-technical researchers. While the case study involves TikTok video analysis, the core message is cross-cutting tooling methodology applicable across domains.","The poster will illustrate the story of building the research tool ""Video Frame and Audio Extractor"" in a week based on a free cloud-based Jupyter Notebook, and making the tool user-friendly for non-technical researchers studying TikTok videos.    
One of the authors initially faced challenges in extracting frames from a large number of videos using ffmpeg's command-line interface, which was hardly usable by researchers without technical expertise.   The challenge hampers non-technical researchers' agency in studying TikTok videos.  
In preparation for a workshop on studying TikTok videos at Digital Methods Winter School 2023, the authors used a freely available cloud-hosted Jupyter Notebook to build a tool with a graphical user interface that invokes ffmpeg to extract frames from videos.   The tool was built, tested and made operational within a week.   Participants in the workshop, who are mostly without technical backgrounds, found the new tool easy to use, and their agency in researching TikTok videos increased.  
The poster discusses the design of the ""Video Frame and Audio Extractor"" tool and highlights the potential of using free cloud-hosted Jupyter Notebooks for building operational research tools with a graphical user interface quickly."
2023,548757,48,Scripting for flexible simulation: the hydrodynamic perspective,Talk,Research,Software,Medium,"This talk centers on hydrodynamic simulation using Thetis/Firedrake — a domain-specific solver applied to fluid dynamics engineering, though it also discusses general SE practices like containerisation and CI/CD.","With a plethora of available numerical models spanning many engineering disciplines nowadays, it is both an advantage and a challenge to select an appropriate model for a simulation task. The computational engines, or solvers, are often developed by researchers who work in their ""niche"" and therefore would be difficult to integrate with other solvers or modules. Conventional programs favour execution speed over I/O and thus inadvertently form a barrage to data interoperability.
Fortunately, contemporary simulation software engineering has adopted good practices such as using version control systems, CI/CD, extensive testing, and containerisation. In addition, modern programming features also allows rapid prototyping of physical processes and accelerates the contribution of the scientific community to software packages such as Firedrake and Oceananigans. In this talk, we present a case using the Firedrake-based Thetis hydrodynamic solver flexibly in various contexts:
Ramp-up runs from static (equilibrium) to fully-developed flow conditions;
Model calibration/validation;
Long simulations and hot-start;
Sensitivity analysis.
Through these cases we also implement containerisation, handling data input from multiple sources and output visualisation. The aim is for data reproducibility, objectiveness and reduction in the manual work involved during input preparation."
2023,543584,4,Is Research Software Engineering in Computer Science different? The role of Artifact Evaluation,Talk,Community,Research,Medium,This talk discusses the nature of RSE work within Computer Science as a discipline and the artifact evaluation process as a recognition/quality mechanism for research software. It's about the profession and cross-disciplinary practices rather than a specific tool or domain research.,"Many of the applications developed by research software engineers are for disciplines that do not conduct research into computation, for example, biology and chemistry. Is the research software engineering that takes place with a computation-focussed discipline like Computer Science different?
To begin answering this question, I will start from my own experiences as a researcher who develops software in a research programming language. Over the last few years I have become aware of the role of RSEs, as well as understanding the aspects of my own role that are research software engineering. I will also talk more broadly about software development within Computer Science research.
In particular, I will talk about the use of a process called artifact evaluation that has been adopted by a number of sub-disciplines of Computer Science. This process has been around for about a decade and evaluates the research software associated with conference and journal publications. Two of my papers have artifact evaluation badges and I will describe the process and how it relates to similar processes outside Computer Science."
2023,553839,63,Standardising UK Trusted Research Environments in the Open ,Talk,Software,Community,Medium,"SATRE is a cross-cutting reference specification/standard for trusted research environments applicable across domains, with heavy emphasis on community engagement and multi-institution collaboration. The infrastructure/standard itself is general-purpose (Software), but a major focus is community building and stakeholder engagement.","SATRE — Standardised Architecture for Trusted Research Environments — is a multi-institutional project developing and implementing a reference specification for trusted research environments (TREs) using an open, collaborative approach.
Personal or sensitive data which has been collected for operational, commercial or governmental reasons need to be managed securely and safely in a trusted environment that encourages best practice. However, most TREs are developed independently by siloed teams, resulting in TREs that are incompatible with each other, and aren’t conducive to collaborative research.
By making a standardised reference specification openly available, the SATRE team is working to break down these siloes and facilitate ground-breaking research with sensitive data across domains and industries.
A standard approach can work only if it has widespread support. The specification is openly developed through an extensive stakeholder engagement plan that goes beyond technically minded operators and developers, and includes the general public as well as high-level commissioners. Setting up open collaborative spaces, and actively reaching out to the community and the public, is critical for the success and sustainability of the project.
As we approach the end of our funding window, we will present our achievements and progress, including: 
Building and formalising the specification with multi-stakeholder input
Developing standards in the open
Achieving community engagement and consensus
Managing cross-institution collaborations
Ensuring the continuation of engagement and contribution beyond the project
We will also highlight how the RSE community can continue to contribute to the project and influence the future of how sensitive data are used with TREs!"
2023,554046,68,Carpentries Offline: Running a Carpentries Workshop without the Internet,Poster & Lightning Talk,Software,Community,Medium,"CarpentriesOffline is a tool/platform supporting Carpentries training delivery. The artifact itself is software (a deployable system), but its purpose is community training/curriculum delivery. It's cross-cutting (not domain-specific) and serves the RSE/training community.","CarpentriesOffline (https://carpentriesoffline.org) is an out of the box solution for running a Carpentries workshop from a single device such as a Raspberry Pi, old laptop or even a dedicated server. It is intended for use in environments where there is limited or no internet access. Everything needed to run the workshop including course notes, data files, software downloads, a Git server, etherpad and a Jupyter Hub server are provided by the CarpentriesOffline system. It can also provide a backup environment for those with better connectivity in the event of the Carpentries website, etherpad, GitHub etc suffering an outage.
This poster will describe:
The architecture of the CarpentriesOffline system
The build process that automates the creation of OS images in GitHub Actions
Ways to download and deploy it yourself
How to get involved with the project"
2023,554049,69,Carpentries Offline Development Hackathon,Hackathon,Community,Software,Medium,"CarpentriesOffline is a tool supporting Carpentries training workshops in low-connectivity environments. While it's a software stack, its purpose centers on training/education infrastructure for the RSE/research community profession (Carpentries), making it primarily Community-focused with Software as secondary.","CarpentriesOffline is an out of the box solution for running a Carpentries workshop from a single device such as a Raspberry Pi, old laptop or a dedicated server. It is intended for environments with limited or no internet access. It provides everything needed to run the workshop including course notes, data files, software downloads, a Git server, etherpad and Jupyter Hub server. It can also provide a backup environment for those with better connectivity. It is currently in an alpha state and requires extensive testing.
This hackathon aims to:
Run mass testing of the CarpentriesOffline software and hardware stack. Tests will include:
How scalable the systems are with large numbers of users
Testing different server hardware (different models of Raspberry Pi, Rock64 devices, old laptops, various WiFi adaptors etc).
Testing the learner experience on different devices, operating systems and web browsers.
Explore possible solutions for new functionality, including:
Sharing the instructor's screen to learner's devices in environments without a projector.
Capturing pre and post workshop surveys and reporting these to the Carpentries.

Get the CarpentriesOffline software stack into a beta state where it is ready for instructors around the world to use it with little or no prior contact with the developers.

To recruit new developers to the project.

Test and develop material for a mini-HPC which also uses Raspberry Pi  and Rock64 single board computers. This is intended for teaching HPC Carpentry to those without access to an HPC."
2023,553673,55,"Scottish Medical Imaging (SMI) – providing safe and secure access to research-ready, population scale health and imaging data",Poster & Lightning Talk,Research,Software,High,"This is about a domain-specific platform (medical imaging research environment) built for healthcare research, requiring discussion of the medical/health domain to explain.","Routinely collected text-based health care records and associated imaging data are extremely useful for healthcare research. However, using such data is challenging and requires specialist tools and skills to work with. Trusted Research Environments (TREs) such as Scottish Medical Imaging (SMI) provide the capabilities and controls needed to unlock the value of such data whilst ensuring patient confidentiality.
We share our solutions to some of the major research challenges faced in establishing SMI and making imaging data research-ready, through the PICTURES collaboration:
Cataloguing – the metadata that describes each image, series or study is often inconsistent, incomplete or incorrect, making it very difficult to reliably index and catalogue image data for cohort building.
Natural Language Processing – useful image descriptors can be found in associated Radiology Reports, specifically free-text notes describing expert observations and diagnosis.
Pixel anonymisation – many scanning devices or secondary processing steps result in Personally Identifiable Information (PII) being burnt-in to the images themselves, requiring tools and methods for identifying and removing PII from pixel data at-scale.
This poster will cover the work of the PICTURES programme to enhance Trusted Research Environments to support AI development on large scale data, whilst protecting patient confidentiality. The SMI Service will be presented, which can support researchers and industry partners to train new models on routinely collected imaging data linked to healthcare records from the whole Scottish Population."
2023,553891,65,What is the evidence for Agile software development methodologies and their practices?,Talk,Software,Community,High,"This talk examines evidence for Agile methodologies and practices in software development, a cross-cutting software engineering practice topic relevant to RSEs broadly, not tied to a specific research domain.","It's common practice for an RSE project to follow an Agile software development methodology or at least a process which is inspired by it. But how much evidence is there for the different methodologies (e.g. Scrum, XP, Lean) and their practices (e.g. pair-programming)?

Measuring the success of a project and productivity of a team is difficult, and we know that teams can vary widely in how well they adopt a set of practices. In light of this, researchers have attempted to account for this by using surrogate measures, case-studies, interviews and surveys. I'll explore the levels of evidence for these techniques and their tradeoffs. This talk will have some interactive voting to see how your intuition matches with the research so have your phones or laptops at the ready.

By the end of the talk attendees should understand what factors affect the effectiveness of different practices and have some references to help make the case for using them."
2023,553682,57,Natural Language Processing of Radiology Reports,Poster & Lightning Talk,Research,Software,High,This is about NLP tools built specifically for medical/radiology reports in a healthcare research archive — domain-specific application.,"The Scottish Medical Imaging (SMI) archive holds a copy of Scotland’s radiology images for use by researchers. It includes radiology reports in text format for CT, MRI, Ultrasound, and other modalities. The PICTURES project has been funded to do research and development of tools and techniques for making the archive more easily accessible and usable. 
The natural language processing (NLP) work package has been doing research into methods for removing all Personally Identifiable Information (PII) from the free-text reports. The aim is to detect and remove names, dates, and other PII which may appear anywhere in the text. The process must be robust enough to give confidence that reports can be delivered to researchers without the risk of re-identifying patients. 
A second aim is to catalogue the text to make it easier to find reports about specific medical conditions, treatments or drugs. This labels the text using concepts defined in the UMLS metathesaurus, a comprehensive medical ontology, and it has the ability to spot different phrases with the same meaning. The medical reports are all associated with radiology images so this approach to building cohorts can be used to search the archive for relevant images as well as reports. 
This poster describes the work to build an acceptable NLP solution for detecting PII, the validation process, the design of a process for extracting medical concepts from reports and a database for cataloguing them, and a web service with cohort building tool plugin for querying the catalogue."
2023,554043,67,Cloud native approaches to environmental data processing and presentation ,Talk,Software,Research,Medium,"While the projects are environmental/oceanographic, the talk's focus is on cross-cutting cloud-native data formats and object storage techniques (COG, Zarr, Kerchunk, Geoparquet) applicable broadly. However, the case studies are specific environmental domain projects.","This talk will discuss the use of cloud native data formats in two projects. The first project, a virtual representation of an environmental system ( Environmental Digital Twin) presents several geospatial datasets relating to the Haig Fras Marine Conservation Zone. The second project processes global ocean circulation models, making them ready to be accessed by the public. 

Common to both projects are S3 like object stores run on STFC's JASMIN system. Object stores allow large datasets to be published without the need to run a dedicated web server. They store data in parallelised filesystems which can handle many simultaneous reads. In the case of JASMIN the object store is also co-located with high performance computing facilities which can process this data without moving it over the internet. Object stores support HTTP range requests allowing a partial download of an object. 
Both projects have used several cloud optimised file formats which rely on only transferring subsets of a file. This is especially useful for web applications where the user cannot practically transfer multi-gigabyte files.  
For geospatial raster data such as bathymetric maps and seabed images Cloud Optimised GeoTIFF format has been used. For vector data the Geoparquest, MBtiles and Flatgeobuf formats have been investigated. 
For the ocean circulation model output the Zarr and Kerchunk formats have been used. 
This talk will present some of the pros and cons of each of these file formats, the performance implications of using them, some of the issues encountered and how they were overcome."
2023,553802,60,Call to action! We need the RSE community’s help to protect sensitive personal data whilst also enabling secure scalable research: Trusted Research Environments (TREs) and Reproducible Research,Talk,Software,Community,Medium,"This talk is about Trusted Research Environments — secure data infrastructure that spans multiple domains (health, education, etc.) and is a cross-cutting platform/tooling concern. It calls on the RSE community to contribute, but the focus is on the software/infrastructure space rather than profession/career topics.","Across the country, data are collected for administrative purposes by a range of groups such as the health and social services, HMRC, education services and the police to answer key research questions which could not be answered without access to the data. Quite rightly, for ethical and legal reasons, these data must be handled securely thus protecting the confidentiality of the data subjects. Trusted Research Environments (TREs) (also known as Safe Havens or Secure Data Environments) are environments where researchers can assess de-identified data without being able to export the individual level data. TREs generally follow the Five Safes principles (https://en.wikipedia.org/wiki/Five_safes) and are tightly controlled, with research users unable to access the internet during whilst in the TRE, and able to export only aggregate level information e.g. a graph or a table. Historically, as data from TREs cannot be shared, this often means that the technology innovations that have been made (such as infrastructure as code, software tools, data cleaning, curating, and analysis pipelines) have also not been shared and enhanced like they have in other disciplines. There is also a need for innovative research in federated solutions, data standards and reproducible research. The field needs the input of the RSE community to innovate in this space and bring ideas and solutions from other disciplines!"
2023,553831,62,Firedrake: High productivity FEM simulations utilising sophisticated code generation,Workshop,Software,Research,Medium,"Firedrake is a framework for solving PDEs via FEM — while it's used in scientific computing, it's a general-purpose computational tool applicable across many research domains (engineering, physics, etc.) rather than tied to one discipline. Code generation and HPC scaling are cross-cutting software techniques.","Firedrake is a software framework providing an automated system for solving partial differential equation (PDEs) using the finite element method (FEM) and offers a better alternative to handwriting bespoke code for simulations. Using code generation, Firedrake provides mathematicians, scientists, and engineers with a very high productivity way to create high performance simulations. 
PDE-constrained optimisation and data assimilation problems can also be solved in Firedrake through the automatic differentiation framework: pyadjoint. 
Firedrake enables users to formulate PDEs using Unified Form Language (UFL), a Python based domain specific language. Using Firedrake's code generation layers produces fast and optimised C code to assemble finite element matrices, providing substantial advantages over the classical approach of manually coding entire simulations in C. This capability allows Firedrake users to rapidly prototype different mathematical formulations, discretisations, and solvers with ease. With seamless parallelism and sophisticated code generation prototyped solutions can then be scaled to thousands of cores on a High Performance Computer (HPC).
Workshop attendees will leave with an understanding of Firedrake's capabilities, including the advantages of code generation. We hope attendees will consider using Firedrake in their research or recommend it to their colleagues. 
Interested participants can view tutorial material (https://firedrakeproject.org/notebooks.html) ahead of time, but this is not a prerequisite."
2023,554039,66,Coding Confessions,Panel,Community,N/A,High,"This is about normalising mistakes and knowledge sharing among RSEs as a profession—about people, culture, and community-building, not a specific tool or domain.","What?
At ""Coding Confessions"" software developers talk openly about mistakes they've made when developing software.
Why?
People don’t want to talk about their mistakes, publish code or submit it for review. Common reasons for this are fears that “my code isn’t good enough”, “isn’t complete enough”, “has mistakes in it”. We want to encourage people to share their coding insecurities to help normalise talking about mistakes and knowledge gaps.

How?
We propose two parts to the event: 
1. A public panel where several (preferably senior) RSEs and software developers each take it in turn to talk openly about a mistake they've made in software they've developed. They will briefly describe the software system, the mistake they made and the they lessons learned from it. 
2. An anonymous form where attendees can disclose their confessions.  
Ultimately we will publish a collection of confessions as blog posts from both the panel and noticeboard on our website (https://coding-confessions.github.io/). This will help to highlight mistakes and stop them being repeated by others."
2023,614650,91,"Funding digital infrastructure, software, people and communities",Talk,Community,Other,High,"This talk is about UKRI funding policy and programme-level support for digital infrastructure, people, and communities — a profession-wide initiative concerning RSE careers, skills, and networks rather than a specific tool or research domain.","This presentation will include a high level overview of how UK Research and Innovation supports digital infrastructure, including software, people and communities. I will also introduce the vision for the relatively new £129 million Digital Research Infrastructure Programme that will provide support for software, skills, and networks of people."
2024,782141,34,Mutation testing: Who tests the testers?,Walkthrough,Software,N/A,High,"This talk is about mutation testing as a general software testing technique, applicable across domains—a cross-cutting software engineering practice.","Mutation testing is an advanced software testing technique. Imagine altering a '<' to '>' in your code; ideally, your unit tests should catch this. But do they? This walkthrough will explore the principles of mutation testing, demonstrating how it can uncover hidden weaknesses within supposedly robust test suites.
Using the third-party Python package Mutmut, I will illustrate common pitfalls in unit testing and show how mutation testing can expose these effectively. These examples will cover some simple examples and then go on some examples found in code bases. 
I will also show how mutation testing can be used as a teaching tool for better testing, including how it can highlight edge cases in unit tests."
2024,787170,61,Research Directions for Multi-Disciplinary RSE Research to Impact RSE Practise,Panel,Community,Research,Medium,"Panel on RSE Research as a discipline studying RSE practice — about the profession and methods to improve it, not a specific tool or domain science.","Check https://irser.github.io/ for updates.
With this panel, we intend to highlight the concept of RSE Research as a complementary approach to RSE Practise: conducting research to understand and improve how software is developed for research purposes. RSE Research should be a multi-disciplinary endeavour, involving disciplines such as software engineering, sociology, economics, and psychology, among others.
The overarching aim of research software engineering is to support and advance research fields by providing high-quality software that is reliable, efficient, and user-friendly. A distinctive aspect of RSE is that requirements are often not predetermined but emerge and evolve as research progresses. Understanding these requirements can be challenging without expertise in the relevant scientific field. Verification and validation are complex and adhere strictly to scientific standards.
RSE Research seeks to enhance the understanding of research software development and to devise methods, techniques, and tools to improve RSE Practise. Consequently, RSE Research addresses a range of research questions, which encompass not only the software as a product but also the provision of software development support for domain researchers, recognising their limited time and potentially improvable software development skills.
The objective of this panel is to explore the potential impact of RSE Research on RSE Practise, and the consequently emerging questions for RSE Research.
Panellists: Wilhelm Hasselbring (chair, Kiel University & University of Southampton), Michelle Barker (Research Software Alliance, Australia), Neil Chue Hong (University of Edinburgh), Simon Hettrick (University of Southampton), Inga Ulusoy (University of Heidelberg)."
2024,788075,88,PlasmaFAIR: Improving the Sustainability of Software in Plasma Science,Poster & Lightning Talk,Research,Community,Medium,"PlasmaFAIR is a domain-specific support project for plasma science researchers, providing software engineering support to plasma physics codes like Pyrokinetics and Scotty. While it applies general RSE practices (FAIR, testing, packaging), the talk centres on a discipline-specific initiative.","The PlasmaFAIR project provides free software support to researchers at all career stages within the plasma science community. Our ethos is centred on the FAIR principles[1], which state that data and software should be Findable, Accessible, Interoperable, and Reusable. We aim to improve the ease-of-use, robustness and sustainability of plasma software by reviewing projects and making recommendations via our software ‘health checks’ and by working alongside scientists to provide direct software engineering support.
Our projects often include the addition of testing and documentation frameworks, the implementation of automation techniques, and the packaging of software for wider distribution. We also provide longer-term support for some projects. One example is Pyrokinetics[2], which acts as a translation layer between multiple plasma physics simulation codes to enable easier cross-code comparisons and parameter scans. Following work to redesign and simplify some of its core procedures, Pyrokinetics has rapidly become a community tool supported across multiple institutions. Similarly, our work on Scotty[3], a synthetic diagnostic for plasma experiments developed as a PhD project at the University of York and the Culham Centre for Fusion Energy, has resulted in fully-fledged research software with an international user base spanning from Singapore to San Diego.
Beyond our work supporting plasma physics software projects, we also contribute to open-source community tools such as netCDF and FAIRDataPipeline[4], and we develop new tools where the need arises.
More information is available at https://plasmafair.github.io.
[1] https://doi.org/10.1038/sdata.2016.18

[2] https://doi.org/10.5281/zenodo.10276528

[3] https://doi.org/10.1088/1361-6587/ac57a1

[4] https://www.fairdatapipeline.org"
2024,756883,7,What is an OSPO and how are we creating one at UCL?,Talk,Community,N/A,High,"This talk is about creating an Open Source Programme Office at UCL — a profession-wide, cross-organisational initiative about open source policy, advocacy, and community engagement, fitting squarely in the Community category.","Much of our research runs thanks to open source software! Our university infrastructure also depends on open source tools. However, this is usually forgotten and considered as a given. We do not even know how much we depend on it. Equally, we know very little about the social, research, and economic impact that the open source code generated within universities has.

An Open Source Programme Office (OSPO) is a body within an organisation to look after their open source strategy and operations. OSPOs has been widely adopted in the commercial world, governmental institutions and world organisations. More recently, various academic and research institutions have also found the value of having OSPOs.
Though the goals of organisations across these domains differ when establishing an OSPO, they create a fabric that helps those organisations to collaborate and combine efforts to maximise the impact (and support) of open source software.

In this talk we will discuss how we are creating an OSPO at UCL to enable us:
to measure our dependencies on open (and closed!) source code and combine efforts to increase impact and reduce risks;
to increase community engagement and collaboration within UCL and with external organisations;
to promote, guide and educate staff and students about open source culture from technical, social, political and economical perspectives;
to push policy forward that safeguards open source and protects technological sovereignty.
We hope that sharing our experiences will inspire others to create OSPOs and engage in future collaborations."
2024,788805,156,Bring your own classroom to a CodeRefinery workshop,Talk,Community,N/A,High,"This is about CodeRefinery, a training initiative teaching RSE practices across all research fields. Focus is on training/curriculum and community-building, not a specific tool or research domain.","CodeRefinery is a project teaching FAIR research software and development and basic Research Software Engineering practices to students and researchers across all research fields. CodeRefinery is a collaboration between universities and organizations in the Nordics funded by Nordic e-infrastructure collaboration (NeiC).
Our workshops are streamed and recorded so that anyone can follow them. Registered participants also have the possibility to interact with the instructors on stream via a collaborative document. The open source materials (available at https://coderefinery.org/lessons/) include lectures as well as hands-on activities. Sharing reusable training materials is one of the projects core values.
CodeRefinery works with local partners to facilitate an interactive and collaborative workshop despite the challenges of large audiences and online teaching. The local partner provides an online or in-person room with a team-lead. The participants watch the stream together and discuss and work on exercises in the group under guidance of the team lead.This approach enables local partners to provide participants with a full workshop while maintaining the benefits of discussing and working together as a group.
This contribution will describe a workshop setup for scaling an interactive workshop to a few hundred participants while still keeping the interaction and community experience of a local small workshop. We kindly invite YOU to join our next workshop as a learner, team-lead or local partner."
2024,788808,157,"Modern, interactive and impactful software documentation with Sphinx, MyST and the Diátaxis framework",Talk,Software,N/A,High,"This talk covers cross-cutting documentation tools (Sphinx, MyST) and a general framework (Diátaxis) applicable to all research software, making it a Software/practice talk.","Software documentation is often perceived as important by developers, yet insufficiently written or maintained over time [1]. Although it is accepted that good documentation is essential to both users and developers of research software, it is challenged by insufficient training, periodic staff turnover and minimal resources dedicated to knowledge sharing [2]. In this context, the Diátaxis framework [3] offers a valuable proposition for achieving an optimal and quality design for software documentation.

This talk provides a practical introduction to the Diátaxis framework, using the Sphinx documentation tool coupled with the MyST ecosystem. The core principles behind the framework are first explained, followed by their application using Sphinx and MyST to produce quality materials, such as tutorials, cookbooks, user guides or developer references. The talk ends with some tips to automate and publish documentation alongside research code.

[1]: https://doi.org/10.1145/2038476.2038509
[2]: https://doi.org/10.1038/467775a
[3]: https://diataxis.fr"
2024,776645,19,Boring Boilerplate Code Can Connect Communities: Lessons From the Astrophysics Code SNEWPY,Talk,Research,Community,Medium,"This talk centers on a specific astrophysics code (SNEWPY) built for nuclear/particle astrophysics communities, making it domain-specific Research, though it has strong Community/collaboration themes.","We’re not usually excited about writing boilerplate code. It’s boring. It’s a chore. However, when used well, boilerplate code can have a dramatic impact.
In this talk, I will introduce the astrophysics code SNEWPY. By providing all the boilerplate code necessary to combine work by nuclear astrophysicists, theoretical particle physicists and experimental particle physicists, SNEWPY has enabled closer collaboration and dramatically reduced the time necessary to generate physics results. SNEWPY was also incorporated as a dependency into multiple third-party codes, making them more versatile while avoiding duplication of effort and reducing the risk of bugs.
I will illustrate how writing code that is FAIR, maintainable, reproducible and accessible has connected these communities and improved physics research outcomes."
2024,785617,52,Re-runnable code is all you need,Talk,Software,N/A,High,"This talk focuses on Devbox, a general-purpose tool for reproducible computing environments applicable across research domains, making it a cross-cutting software/reproducibility tooling topic.","Reproducibility is fundamental to scientific integrity but is increasingly compromised by the common practices of publishing papers without code, or sharing code that cannot be executed easily on another computer due to unmanaged dependencies and computing environments. This talk introduces the landscape of tools that enable researchers to overcome these barriers, with a focus on Devbox, a tool designed to encapsulate computing environments. With Devbox it is easy to ensure that scientific code is not just runnable but also replicable across various systems. By highlighting specific case studies, this session demonstrates how Devbox and similar technologies can transform research workflows, dramatically saving time with automation, making it easier to collaborate, and enhancing the credibility of results. Attendees will gain actionable strategies to implement a culture of reproducibility, making their research transparent and reproducible with minimal effort."
2024,777347,24,A gentle guide to using the {targets} package for analytic pipelines,Walkthrough,Software,N/A,High,The talk is about using the {targets} R package as a general pipeline tool for analytic workflows—a cross-cutting reproducibility/software practice applicable across domains.,"Data analysis is an iterative process. Data cleaning, exploratory data analysis (EDA), and model fitting are rarely run without a hitch from start to finish. Each step takes time, and often requires revisiting earlier steps to correct for newly discovered problems. For example, in performing EDA, you can unearth a text issue that requires revisiting data cleaning. When you are finally done with the analysis, you will need to reproduce it to check it all works as expected.

To reproduce the analysis, there is a temptation to run the code again from the top, which may take a long time. You can save time by saving model outputs, but if you make a change to an earlier data cleaning step, you’ll need to update everything that depends on that. You can write code to manage these dependencies, but this is a hard problem. Fortunately, “pipeline tools” are an existing approach to manage these dependencies. They take care of the details of watching which files and relevant code changes, and only run the necessary parts. The {targets} R package is one popular pipeline approach, providing extensive documentation and user support. However, it presents a different coding practice that might not be familiar.  

In this interactive walkthrough, I will gently introduce the ideas behind {targets}, and will live code a data analysis using {targets} from scratch, warts and all. I encourage questions throughout the live coding walkthrough, so you can understand the process and see how this could benefit your own work."
2024,784621,49,The HPC and RSE Experience Programme,Poster & Lightning Talk,Community,N/A,High,"This is about a career pathway/training programme for RSEs, focused on people and professional development.","The Imperial College Research Computing Service is running a programme that will create a pathway into RSE and HPC careers. This program is called the HPC and RSE Experience Programme and is a six month job for Early Career Researchers wanting to dip their toes in the world of HPC and RSE. This program gives them exposure to working as an RSE and working alongside the HPC sys admins and user support staff. We are enthusiastic about this programme, it is a great training and career development opportunity for the participants and it expands the pool of RSE and HPC-aware researchers in the wider community. We have run three iterations of this and the fourth one will be starting a couple of months after RSECon24. We would like to use this poster as an opportunity to discuss ideas with the community to improve the structure of the programme and encourage other RSE groups to run similar programmes."
2024,789202,165,Impact of Using A Modern Compiler and Optimized Workflow on the Performance of a Complex Nuclear Fusion Application for ITER,Poster & Lightning Talk,Research,Software,High,"This talk centers on optimizing PARTICLE-3D, a nuclear fusion application for ITER, making it domain-specific research software, though it offers generalizable optimization methodology.","Harnessing the vast computational power of HPC systems empowers us to expedite and magnify our efforts, effectively addressing intricate challenges spanning various domains. Yet, optimizing scientific applications to fully exploit this potential necessitates substantial expertise and dedication to code optimization.
This work presents a pragmatic approach tailored to enhance the performance of PARTICLE-3D (P3D), a nuclear fusion application code crucial for simulating runaway electron dynamics—a critical aspect impacting the operational lifespan of nuclear fusion machines like ITER. Transitioning from a legacy compiler dependency, the authors identified performance bottlenecks within the serial version of the code, particularly pertaining to I/O communication between subroutine calls. By meticulously restructuring the code and refining inter-subroutine communication, the article highlights the process adopted by the authors to unlock embarrassingly parallel computation workflow on the HPC cluster. The optimized version of P3D exhibits a performance improvement of several orders of magnitude compared to its base version. These optimizations not only elevated the performance but also improved the code portability, ensuring seamless integration with diverse HPC architectures equipped with modern compilers. 
The methodology described here can serve as a valuable case study for early researchers and code developers to enhance the performance of any such code designed for problems characterised by the similar algorithmic topologies."
2024,785827,57,Performant Python Patterns: Small changes to speed up your Python code,Talk,Software,N/A,High,General-purpose Python performance techniques applicable across domains; cross-cutting software engineering practice.,"Python is a highly accessible programming language commonly used by researchers, most of whom are not formally trained programmers. It’s easy to get software working with Python, and equally as easy to overlook the requirements for your Python code to be performant.

This interactive talk presents multiple versions of common Python programming patterns, attendees will have the opportunity to vote (via Wooclap) for which they think is fastest or the expected speedup, before the answer is displayed and explained.

Writing performant code is often overlooked but can increase research productivity, improve shared resource availability (e.g. HPC) and reduce energy usage. This talk aims to expose how some small changes to Python code, and using packages such as NumPy and pandas correctly, can lead to big performance improvements."
2024,788454,114,Developing PyCam: Software for acquiring and processing volcanic UV SO2 camera data,Poster & Lightning Talk,Research,Software,High,"PyCam is software purpose-built for volcanology (SO2 monitoring in volcanic plumes), a specific research domain. Cannot describe without naming the discipline.","Monitoring of sulphur dioxide (SO2) emission rates in volcanic plumes provides valuable insights into the state of a volcanic system, aiding eruption forecasting efforts for many volcanoes worldwide. SO2 cameras exploit the strong absorption signature of SO2 at ultraviolet (UV) wavelengths to measure emission rates with UV-sensitive cameras. However, this approach has been limited by the cost of traditional scientific-grade equipment. In 2016 a group from The University of Sheffield developed PiCam UV, an imaging system based on a low-cost modified visible imaging detector that produces comparable data to traditional equipment at a fraction of the cost.

Whilst previous work has developed open-source libraries for processing SO2 camera data, the software has been complex and incredibly difficult for end users to utilise. Development of the PyCam software began in mid-2019 to provide a user-friendly, graphical interface for interacting with PiCam systems, i.e. remotely adjusting settings and on- and off-line processing of collected data. RSE involvement began in early 2023 and will continue until at least 2025, with the aim of improving the quality, sustainability and usability of the software going forward. This is of particular importance to this project since the end users may not be experts in remote sensing or programming, but need to generate reliable SO2 emission rates to combine with other strands of volcano monitoring data (e.g. seismics).

Here, we give a brief overview of the PiCam hardware and PyCam software, describe the work already completed to improve PyCam, and outline the future work planned."
